Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2022,6,213,87,182,79,H,2,31,67,8,19,17,19,10,31,16,15,5,0,12,28,68,9,33,14,16,11,27,17,16,7,5,16
2022,10,1116,76,182,60,H,0,32,63,3,17,9,16,11,33,17,15,8,3,14,21,57,7,27,11,16,6,22,11,15,9,1,14
2022,22,144,74,182,64,H,0,26,54,8,23,14,17,6,23,15,11,9,2,7,29,60,3,12,3,5,9,24,8,15,8,2,15
2022,23,182,76,1463,68,H,0,27,65,5,26,17,20,10,31,9,6,4,2,19,23,59,3,19,19,28,10,29,5,9,3,4,19
2022,28,1463,81,182,72,H,0,30,61,6,18,15,18,7,26,15,7,7,3,9,29,65,9,30,5,9,14,27,15,15,4,1,14
2022,31,144,93,182,70,A,0,37,67,12,26,7,14,9,24,13,2,4,2,11,31,66,4,19,4,6,12,27,10,8,2,3,17
2022,32,1463,67,182,61,N,0,26,54,9,21,6,12,6,28,9,7,3,4,13,23,58,8,26,7,11,9,26,12,7,4,4,16
2022,6,144,94,3,28,H,0,38,70,13,38,5,9,10,27,20,9,20,4,16,10,39,4,18,4,11,3,23,3,30,4,3,12
2022,7,144,66,224,62,A,0,20,47,11,31,15,24,9,27,15,18,2,0,19,25,69,4,26,8,14,19,26,12,11,12,3,25
2022,9,144,80,118,61,H,0,29,54,13,28,9,11,7,31,15,12,4,5,15,26,72,6,20,3,7,17,19,4,7,8,2,10
2022,10,144,81,186,80,A,0,24,59,13,35,20,23,13,24,15,7,1,0,19,31,55,7,15,11,16,3,25,15,6,4,1,21
2022,11,153,76,144,64,H,0,30,69,10,27,6,9,13,28,10,7,9,5,10,25,64,10,29,4,5,12,28,9,12,4,2,14
2022,12,144,89,131,79,H,0,32,62,11,29,14,20,9,28,20,8,2,2,12,28,61,13,24,10,11,4,22,11,8,3,2,17
2022,15,144,82,212,69,H,0,34,67,10,29,4,5,10,22,21,9,9,1,11,25,49,7,19,12,14,2,24,16,13,7,1,11
2022,16,144,84,133,73,A,0,32,58,15,29,5,11,10,26,19,13,4,2,16,26,54,4,14,17,22,7,20,11,11,7,3,10
2022,18,144,100,3,59,H,0,39,62,15,29,7,10,15,27,27,14,6,3,12,21,52,5,20,12,18,8,9,6,13,6,3,8
2022,25,1463,80,144,74,A,0,28,54,6,13,18,23,7,30,9,15,7,4,20,27,64,12,33,8,18,13,22,12,13,9,4,20
2022,30,144,81,1463,75,A,0,29,60,9,22,14,23,11,29,19,12,6,0,16,26,64,6,20,17,19,10,24,14,8,7,7,18
2022,35,1463,66,144,64,N,0,24,52,6,17,12,15,6,32,10,15,6,3,12,25,61,10,30,4,5,5,24,11,10,8,3,13
2022,6,1463,88,3,42,H,0,33,62,8,22,14,18,9,26,14,11,13,3,12,14,46,7,22,7,10,4,22,6,23,6,3,16
2022,9,1463,82,218,54,A,0,29,61,10,22,14,17,10,36,17,8,3,6,17,19,58,6,24,10,18,10,24,10,11,4,3,17
2022,14,1463,82,105,72,H,0,28,65,9,21,17,22,12,22,14,11,7,3,15,29,59,5,21,9,14,11,28,13,16,6,3,21
2022,15,1120,86,1463,64,H,0,33,75,12,34,8,13,15,33,17,7,8,14,18,21,65,9,25,13,22,13,30,11,12,5,1,15
2022,17,67,91,1463,77,N,0,32,62,10,22,17,23,11,25,20,12,6,6,16,26,62,11,29,14,18,10,23,15,15,8,3,23
2022,18,153,69,1463,60,A,0,18,53,4,17,29,33,14,29,12,14,6,2,19,21,52,8,31,10,13,4,23,10,16,5,2,27
2022,20,1388,87,1463,60,H,0,32,64,6,21,17,21,15,23,15,14,15,3,14,23,49,7,20,7,9,3,19,11,23,9,5,18
2022,6,44,106,3,40,H,0,40,78,16,43,10,17,19,30,23,12,16,3,12,15,56,4,23,6,6,10,23,7,29,3,2,16
2022,7,44,76,162,75,H,0,27,63,15,37,7,10,9,30,16,13,6,3,13,29,68,4,20,13,14,9,29,10,8,6,1,9
2022,9,138,74,44,68,A,0,30,58,5,14,9,20,12,24,5,7,3,7,20,24,59,6,19,14,20,15,22,10,9,2,3,24
2022,10,153,79,44,65,A,0,28,50,3,10,20,30,5,31,11,16,7,8,20,22,59,7,26,14,21,9,19,11,13,9,2,25
2022,13,44,65,219,64,N,0,27,65,5,20,6,9,7,30,8,9,3,3,15,25,71,4,22,10,15,18,31,9,11,4,2,13
2022,17,44,79,130,67,H,0,29,60,8,24,13,16,9,31,15,13,4,5,17,25,67,3,23,14,15,11,24,16,10,6,5,18
2022,18,104,68,44,58,H,0,25,50,6,15,12,18,3,29,9,11,4,3,16,21,58,2,20,14,19,10,24,12,11,4,1,16
2022,19,68,80,44,75,H,0,29,46,2,7,20,28,5,22,10,15,6,0,16,28,62,6,25,13,17,14,16,12,14,6,2,23
2022,20,1389,65,44,57,H,0,20,60,3,12,22,28,13,22,8,7,6,9,19,17,47,5,17,18,26,11,30,12,17,3,2,27
2022,21,44,70,199,69,H,0,23,53,9,25,15,25,7,31,15,8,1,2,15,28,67,5,14,8,13,11,30,18,7,5,2,21
2022,22,44,63,1389,60,H,0,19,45,8,19,17,24,8,20,10,15,5,5,16,21,57,4,15,14,21,18,24,10,13,5,2,18
2022,23,153,72,44,67,H,0,23,52,5,16,21,31,9,26,13,12,3,9,16,24,61,9,29,10,13,11,26,14,13,6,3,23
2022,24,199,70,44,62,H,0,27,52,6,14,10,17,3,35,14,16,7,2,19,21,61,8,25,12,23,11,26,13,14,6,2,19
2022,25,218,73,44,65,H,0,30,60,6,18,7,10,4,26,10,11,6,7,16,25,57,8,19,7,14,10,27,11,15,5,1,15
2022,26,67,70,44,62,A,0,25,51,5,14,15,20,10,26,13,11,2,5,13,25,58,6,21,6,14,12,18,8,10,6,4,15
2022,27,44,77,68,70,H,0,24,56,8,25,21,26,16,20,17,15,8,0,24,23,50,5,16,19,26,9,18,9,15,6,3,25
2022,28,118,71,44,70,H,0,29,64,8,20,5,7,6,31,7,9,2,4,19,26,64,8,23,10,15,9,30,12,7,4,3,12
2022,29,138,80,44,76,H,1,27,53,9,22,17,18,7,20,11,14,5,2,20,28,59,4,17,16,23,13,19,8,12,6,1,17
2022,30,104,65,44,54,A,0,28,64,3,16,6,7,10,30,16,8,7,7,8,20,54,6,18,8,11,5,27,14,10,5,4,14
2022,31,67,72,44,65,H,0,27,53,7,23,11,20,9,25,23,15,7,10,17,24,62,3,16,14,17,14,22,12,16,9,3,18
2022,32,44,72,130,67,A,0,27,68,8,22,10,13,12,33,14,6,4,4,15,20,60,6,27,21,22,8,32,14,6,2,2,16
2022,33,44,78,118,67,H,0,27,60,9,28,15,24,7,26,14,7,4,4,15,25,60,5,25,12,14,11,31,10,15,1,2,18
2022,34,44,67,218,64,H,0,28,64,5,20,6,9,11,21,19,12,12,0,12,24,46,8,17,8,11,2,28,13,20,6,4,13
2022,35,138,72,44,50,N,0,26,57,7,15,13,18,5,30,15,7,6,6,15,17,64,5,23,11,16,14,28,7,12,4,4,18
2022,4,138,110,3,55,H,0,43,72,15,34,9,11,13,38,38,10,8,7,11,18,69,13,35,6,10,15,18,10,15,6,0,8
2022,5,138,71,115,61,A,0,25,62,11,31,10,14,13,28,15,6,2,3,15,21,59,6,19,13,14,6,21,9,6,4,5,16
2022,7,81,75,138,70,A,0,30,54,9,17,6,9,5,18,18,12,9,2,13,27,54,9,26,7,9,10,21,13,15,6,3,14
2022,9,138,81,104,71,A,0,28,54,11,25,14,15,2,29,15,7,4,4,15,27,59,5,15,12,17,6,25,13,7,4,3,15
2022,10,138,74,135,59,H,0,30,57,4,17,10,14,13,23,14,10,6,7,13,22,48,7,18,8,16,7,16,7,13,5,1,17
2022,12,138,72,131,54,A,0,31,68,5,27,5,9,14,29,19,12,7,2,16,21,58,2,15,10,15,12,22,12,14,2,2,15
2022,14,119,63,138,50,A,0,19,47,1,7,24,31,9,29,7,9,6,1,22,16,48,6,21,12,21,9,22,6,12,3,1,21
2022,16,118,60,138,51,A,0,25,60,7,22,3,4,8,33,9,12,6,6,14,17,60,6,31,11,13,12,28,8,12,7,2,11
2022,17,218,69,138,62,H,0,24,59,5,15,16,21,8,33,8,13,5,5,16,23,66,3,18,13,20,9,31,8,10,7,3,20
2022,18,67,80,138,76,A,0,30,68,3,17,17,29,19,22,11,10,8,2,16,26,51,13,26,11,14,3,26,13,17,4,3,27
2022,19,130,72,138,66,H,0,28,55,5,13,11,14,8,28,14,13,4,1,14,25,63,9,25,7,12,13,22,10,10,6,2,15
2022,20,153,61,138,58,A,0,24,49,6,17,7,10,9,24,12,16,8,2,14,20,47,10,24,8,11,4,18,10,12,7,5,13
2022,21,138,69,118,66,A,0,27,63,10,26,5,7,7,28,11,6,1,1,9,26,60,6,22,8,13,7,27,5,3,2,6,12
2022,22,138,76,199,65,A,0,28,54,11,29,9,12,6,27,17,9,3,2,10,25,65,4,15,11,14,15,21,9,6,2,1,13
2022,23,153,59,138,56,H,0,19,46,8,19,13,18,6,26,11,12,5,6,14,22,57,6,19,6,10,13,22,6,12,5,1,17
2022,24,218,62,138,56,A,0,22,47,2,7,16,19,6,28,3,13,6,3,15,23,59,3,18,7,11,10,20,8,10,8,2,14
2022,25,130,69,138,60,A,0,27,54,4,12,11,16,10,27,7,13,6,3,17,22,66,7,23,9,15,20,20,9,11,7,5,13
2022,26,138,73,104,53,H,0,25,55,13,24,10,12,8,27,18,7,5,2,12,20,57,6,21,7,8,7,23,8,9,1,1,14
2022,28,68,74,138,67,A,0,19,46,6,17,30,33,6,29,9,16,5,2,21,24,51,6,18,13,23,5,23,12,14,6,0,25
2022,29,1389,70,138,59,A,0,26,55,7,13,11,17,14,29,11,15,5,6,23,19,54,6,27,15,23,10,18,9,9,8,6,18
2022,30,67,76,138,58,H,0,31,61,8,18,6,12,11,24,21,5,8,6,20,19,53,7,22,13,20,12,23,11,10,2,2,16
2022,31,138,66,68,62,A,0,25,51,4,17,12,21,8,29,13,15,5,3,13,25,65,5,17,7,13,15,24,7,11,6,2,20
2022,32,138,65,199,59,H,0,24,55,11,22,6,6,8,21,12,13,8,2,8,23,51,6,17,7,9,8,23,13,17,7,4,13
2022,33,1389,57,138,41,H,0,20,50,5,14,12,18,7,29,12,12,8,13,16,15,58,4,22,7,14,14,26,4,15,4,5,15
2022,35,1389,77,138,63,H,0,27,54,5,13,18,26,9,25,8,10,5,3,19,19,50,5,18,20,22,6,22,5,9,6,2,20
2022,6,67,65,122,53,H,0,24,49,3,15,14,20,6,29,16,12,3,9,21,21,60,3,22,8,17,13,24,10,11,4,1,22
2022,11,67,72,1104,68,H,0,26,59,4,21,16,21,5,26,13,13,8,4,17,25,56,5,17,13,25,8,30,7,13,7,3,18
2022,12,62,72,67,65,N,0,24,58,7,22,17,22,2,27,16,5,9,3,11,25,70,6,26,9,11,17,33,14,13,2,6,16
2022,14,67,78,118,71,A,0,27,68,10,35,14,19,19,22,18,13,7,3,13,29,59,3,15,10,11,8,24,6,17,5,7,16
2022,15,67,80,199,54,H,0,26,62,7,23,21,26,14,33,18,18,9,6,22,17,56,1,18,19,23,8,25,9,18,10,3,23
2022,20,67,69,118,66,H,0,27,56,3,22,12,18,11,20,22,13,10,7,14,27,59,8,26,4,7,15,20,14,19,8,2,15
2022,25,67,88,68,76,H,0,30,49,7,15,21,38,2,36,23,15,5,4,30,24,63,6,23,22,36,12,27,13,14,7,1,29
2022,26,67,78,104,55,H,0,28,69,9,22,13,22,19,29,15,7,6,4,17,20,56,7,24,8,12,8,26,10,13,4,2,18
2022,27,67,86,153,85,A,1,31,66,11,29,13,17,12,34,23,16,2,5,21,30,66,6,18,19,30,9,26,11,7,12,6,19
2022,28,67,76,130,61,A,0,28,66,6,23,14,17,11,25,18,7,9,7,8,24,61,8,23,5,8,13,29,14,17,3,3,15
2022,29,67,74,218,57,H,0,28,61,4,16,14,23,14,28,15,15,13,11,18,22,59,5,17,8,16,13,24,6,18,10,6,20
2022,30,67,85,1389,77,H,0,28,54,6,16,23,31,12,25,18,14,5,9,22,26,56,10,15,15,21,9,21,14,15,6,3,27
2022,32,104,80,67,71,H,0,29,57,5,20,17,22,8,25,17,5,4,2,13,24,56,12,24,11,15,8,20,14,10,4,3,16
2022,33,218,70,67,64,H,0,20,45,4,13,26,36,4,33,8,13,6,7,15,23,64,7,23,11,16,9,26,11,11,6,4,23
2022,34,67,70,153,62,H,0,20,51,9,26,21,27,9,22,15,15,10,4,21,22,57,4,16,14,21,17,26,12,20,12,3,22
2022,35,67,70,1389,61,A,0,23,59,6,22,18,24,14,27,13,12,6,11,22,22,55,2,7,15,24,12,24,9,12,5,4,20
2022,38,67,67,199,61,A,0,23,55,9,28,12,18,5,32,12,11,7,8,17,20,65,6,22,15,18,16,29,12,11,7,2,19
2022,39,68,74,67,72,H,0,25,59,6,14,18,27,15,17,11,12,9,2,13,29,58,4,17,10,14,13,22,16,16,5,3,19
2022,40,67,79,130,61,H,0,29,63,7,20,14,18,12,27,17,12,7,6,13,19,56,8,31,15,16,8,23,12,14,9,1,13
2022,41,199,71,67,70,N,0,29,57,6,13,7,9,10,20,15,13,7,1,16,25,53,10,23,10,15,11,19,19,15,6,7,14
2022,2,68,99,3,42,H,0,38,64,12,25,11,16,11,24,25,17,15,2,16,15,46,3,15,9,16,8,17,10,31,7,3,18
2022,7,68,78,131,73,H,0,26,55,4,14,22,26,17,21,11,16,8,8,16,27,63,9,22,10,15,18,15,16,14,8,3,22
2022,8,68,77,218,72,A,1,26,52,4,13,21,28,7,22,8,17,13,0,19,27,58,7,22,11,18,8,21,7,15,11,5,24
2022,9,130,90,68,73,A,0,32,58,7,20,19,22,7,24,13,13,11,4,21,28,61,6,18,11,17,11,21,10,18,7,5,17
2022,10,187,96,68,62,H,0,35,60,10,18,16,18,11,29,28,10,4,2,22,19,58,5,20,19,28,11,16,10,6,6,6,20
2022,12,68,77,225,74,A,0,23,55,9,19,22,30,14,26,10,15,4,4,19,26,60,8,27,14,18,11,21,18,14,7,3,22
2022,19,104,72,68,63,A,0,25,55,8,18,14,21,9,22,17,12,9,2,17,22,53,5,18,14,16,9,26,7,16,2,4,18
2022,20,68,75,218,68,H,0,26,53,3,17,20,24,11,27,14,14,5,2,14,25,59,7,17,11,15,10,18,10,11,10,0,19
2022,21,153,78,68,62,H,0,29,67,7,24,13,23,15,33,18,9,6,1,16,21,59,7,27,13,15,6,26,10,12,1,2,19
2022,22,1389,77,68,51,H,0,30,56,8,21,9,11,13,22,17,13,9,3,17,19,49,2,12,11,14,8,13,5,11,6,4,11
2022,23,68,72,118,66,H,0,28,54,7,19,9,10,5,17,15,13,9,7,13,27,50,7,18,5,8,8,22,13,22,6,2,11
2022,24,104,80,68,74,H,1,28,57,12,24,12,18,4,22,20,12,7,1,15,24,61,11,26,15,20,8,27,15,13,5,2,18
2022,26,199,76,68,67,H,0,27,59,3,15,19,25,15,25,14,11,8,2,19,22,55,8,23,15,22,12,22,10,13,5,4,18
2022,27,153,75,68,65,A,0,24,50,4,12,23,32,5,24,15,11,10,4,21,23,56,5,22,14,24,12,26,15,19,6,1,23
2022,28,68,83,130,66,A,0,33,49,6,14,11,15,3,24,12,14,12,3,15,23,60,7,28,13,15,14,17,16,16,3,0,15
2022,30,68,84,199,78,H,1,30,67,5,19,19,24,14,32,14,11,5,8,12,32,71,6,19,8,11,9,27,20,12,7,4,15
2022,31,118,74,68,56,H,0,23,53,3,11,25,33,10,28,6,11,11,3,22,15,52,2,24,24,31,10,24,5,14,7,5,25
2022,33,1389,73,68,51,A,0,25,50,4,16,19,27,12,23,9,15,10,6,19,17,55,6,19,11,19,18,19,10,20,6,3,24
2022,35,199,79,68,67,N,0,28,62,8,16,15,21,13,29,18,12,10,3,13,25,60,8,29,9,14,10,22,19,12,9,3,18
2022,2,139,77,118,73,H,1,27,59,5,19,18,26,7,29,17,14,5,4,12,31,68,4,19,7,12,10,26,5,15,6,3,20
2022,5,118,78,22,74,H,1,27,71,12,35,12,25,17,30,6,10,4,4,18,26,65,10,35,12,16,11,35,14,11,5,4,23
2022,6,120,65,118,61,H,0,22,49,7,25,14,20,5,28,12,11,6,1,9,24,63,8,31,5,7,12,26,12,11,1,1,17
2022,8,118,79,199,67,A,0,29,59,10,24,11,14,9,28,9,9,7,2,20,24,58,8,18,11,13,6,23,14,10,6,4,19
2022,10,209,67,118,61,A,0,21,49,9,17,16,20,8,33,13,12,5,2,15,22,57,7,22,10,19,8,24,6,10,5,4,18
2022,11,118,84,117,79,A,1,28,58,8,24,20,25,7,28,9,12,8,3,15,28,68,11,39,12,16,12,28,14,12,6,1,20
2022,12,118,68,69,45,H,0,24,51,9,23,11,16,6,41,13,17,5,7,18,13,61,3,12,16,22,11,24,5,8,4,3,20
2022,16,199,79,118,75,A,0,28,49,9,14,14,20,6,28,18,17,5,1,18,23,61,12,36,17,20,11,18,12,12,8,2,19
2022,18,218,67,118,60,A,0,23,58,3,16,18,22,8,24,7,9,13,3,13,24,53,6,17,6,9,6,30,9,20,5,4,19
2022,19,118,84,153,48,H,0,26,54,10,23,22,27,8,30,7,11,4,3,18,16,56,2,20,14,20,13,21,5,14,2,2,24
2022,21,1389,69,118,62,A,0,20,47,9,20,20,26,7,32,13,14,5,1,13,26,65,4,27,6,8,9,22,10,8,7,4,15
2022,22,130,94,118,87,H,0,35,64,14,27,10,16,7,21,23,7,11,2,15,29,63,17,34,12,15,11,23,15,15,5,1,14
2022,24,1389,66,118,50,H,0,24,51,8,16,10,11,10,21,14,17,9,6,13,18,46,4,20,10,13,7,17,6,16,8,8,8
2022,25,118,83,153,58,A,0,30,55,10,22,13,18,8,32,10,11,3,4,17,21,62,4,19,12,19,13,20,9,6,8,4,19
2022,27,118,77,104,70,H,0,28,57,6,14,15,18,4,28,14,7,4,4,12,28,67,8,23,6,8,12,28,11,9,4,0,19
2022,28,118,62,218,53,A,0,19,54,6,16,18,22,15,30,7,13,7,1,11,20,58,8,26,5,8,8,20,13,12,7,6,17
2022,29,118,67,130,66,H,0,24,57,15,26,4,7,10,24,18,13,8,4,11,23,59,12,31,8,11,11,26,18,13,7,3,13
2022,32,104,83,118,52,H,0,31,57,8,20,13,15,7,26,16,9,7,5,14,19,52,5,13,9,10,3,18,5,12,7,1,15
2022,33,130,77,118,52,N,0,26,60,17,35,8,9,12,29,15,10,4,1,15,23,58,2,17,4,10,9,20,2,10,5,1,12
2022,4,153,85,105,75,H,0,28,65,8,20,21,23,10,27,10,9,10,3,17,27,55,7,20,14,18,5,26,11,17,4,7,19
2022,8,153,57,104,49,A,0,19,47,6,15,13,15,4,30,11,11,6,3,14,16,54,4,18,13,16,9,25,13,9,4,1,17
2022,13,153,77,1159,66,H,0,30,61,9,21,8,10,9,22,17,10,8,5,11,25,60,13,26,3,6,13,23,15,17,5,4,11
2022,19,1389,67,153,62,H,0,20,61,7,20,20,29,18,24,9,9,8,4,22,21,52,3,13,17,24,10,27,11,13,2,4,23
2022,25,104,70,153,69,A,1,23,57,9,26,15,23,9,30,13,12,6,7,23,18,60,7,21,26,30,15,31,12,11,5,0,23
2022,27,153,76,130,63,A,0,26,65,8,28,16,23,16,23,10,10,9,2,16,22,50,7,23,12,21,9,27,13,17,7,3,23
2022,31,153,60,199,58,H,0,22,65,5,27,11,17,17,28,13,7,6,5,14,23,57,3,15,9,17,9,30,12,10,3,3,14
2022,32,153,71,218,59,H,0,27,63,5,18,12,18,11,36,13,8,1,6,16,21,66,3,20,14,18,12,29,10,5,4,2,18
2022,33,1389,70,153,65,A,0,26,54,5,15,13,23,14,25,12,14,4,3,22,21,48,9,19,14,23,8,17,10,10,9,1,24
2022,34,218,70,153,59,H,0,23,61,10,22,14,20,17,26,9,8,4,2,17,24,52,4,15,7,12,3,23,10,10,5,3,16
2022,35,153,75,130,72,H,0,28,61,9,23,10,14,11,22,17,13,10,3,15,26,58,8,27,12,15,9,24,12,14,8,3,17
2022,36,199,74,153,65,H,0,24,48,6,19,20,25,8,25,15,11,4,1,18,23,55,9,23,10,20,11,21,12,9,4,2,23
2022,37,153,61,104,58,N,0,22,54,9,16,8,14,15,27,15,13,2,5,17,20,55,7,19,11,20,13,20,9,6,6,2,15
2022,38,153,72,199,68,N,0,22,50,10,20,18,23,6,21,14,6,8,0,13,27,52,8,17,6,8,5,23,13,11,3,2,18
2022,39,1389,60,153,54,H,0,19,46,7,20,15,21,8,26,9,12,2,6,24,12,51,3,19,27,33,16,24,7,9,9,3,20
2022,4,104,70,258,60,A,0,23,57,7,19,17,21,13,21,13,11,6,7,14,23,62,7,21,7,9,17,21,12,14,3,7,19
2022,5,204,76,104,67,H,0,28,61,13,34,7,9,9,16,14,4,8,1,12,27,44,6,16,7,8,1,24,11,14,3,4,12
2022,7,104,70,1159,59,A,0,28,51,7,17,7,12,2,29,15,9,9,5,13,21,63,7,26,10,15,16,24,16,11,5,2,15
2022,10,261,60,104,58,H,0,22,48,3,16,13,18,3,23,12,13,6,2,18,19,51,5,24,15,18,9,27,5,14,6,0,14
2022,11,104,112,3,52,H,0,46,75,12,26,8,13,10,40,33,9,12,4,7,22,72,8,32,0,2,10,21,12,17,6,1,12
2022,14,130,77,104,68,H,0,28,52,11,24,10,10,7,25,16,17,2,1,13,26,60,9,26,7,9,9,17,11,11,7,1,15
2022,16,104,76,130,66,H,0,26,56,9,24,15,19,8,20,11,13,7,0,13,26,63,10,33,4,7,12,24,11,18,8,0,18
2022,20,1389,74,104,68,A,1,25,58,8,20,16,19,10,22,15,12,10,2,22,22,53,9,25,15,20,10,23,16,18,5,4,21
2022,21,199,70,104,67,A,0,24,59,2,7,20,30,10,27,9,7,6,0,15,23,49,12,24,9,16,2,26,14,14,4,3,20
2022,22,218,60,104,56,H,0,26,55,1,10,7,8,8,23,7,11,2,2,13,24,60,1,15,7,11,12,19,5,9,7,2,12
2022,29,199,70,104,68,H,0,27,58,2,13,14,19,11,25,9,8,7,4,16,26,55,7,21,9,15,8,21,8,13,1,4,16
2022,30,1389,63,104,36,H,0,27,57,3,20,6,11,11,35,15,11,3,5,13,13,54,3,15,7,11,7,20,6,11,5,1,13
2022,31,104,74,218,52,H,0,28,61,4,16,14,16,10,26,14,10,9,4,16,18,45,3,13,13,20,2,20,8,16,3,4,15
2022,3,130,103,3,52,H,0,39,70,16,36,9,11,10,33,25,14,10,3,12,20,61,7,31,5,10,5,20,9,19,6,1,16
2022,4,130,76,135,68,H,0,28,63,11,29,9,17,10,27,22,14,8,3,14,25,61,10,22,8,11,8,26,6,17,8,8,22
2022,5,130,76,127,65,H,0,27,62,9,36,13,13,14,26,12,13,4,0,18,20,53,6,23,19,23,7,19,7,10,7,2,14
2022,8,1389,69,130,59,A,0,20,51,8,22,21,33,9,30,13,13,7,4,17,20,62,5,22,14,20,13,25,9,13,8,2,22
2022,17,130,77,199,70,A,1,28,69,9,32,12,14,11,33,20,9,2,5,12,25,68,8,22,12,13,9,31,17,11,6,2,16
2022,19,130,73,199,67,H,0,23,50,9,27,18,25,8,28,15,15,7,1,11,28,69,7,21,4,5,13,22,17,12,8,2,22
2022,22,218,85,130,76,H,0,28,54,8,14,21,26,3,29,14,9,6,9,15,24,62,8,19,20,25,9,24,11,10,5,2,23
2022,23,1389,83,130,74,H,0,27,52,9,15,20,26,7,29,20,15,5,15,19,22,59,10,25,20,26,12,21,15,14,6,3,22
2022,28,218,78,130,71,A,0,28,54,8,17,14,17,7,26,10,7,5,3,12,27,61,10,25,7,12,11,21,14,8,4,1,16
2022,33,130,77,218,71,N,0,29,58,10,21,9,10,9,31,17,14,6,3,15,26,71,9,22,10,14,16,21,12,7,8,3,12
2022,34,1389,64,130,52,H,0,23,55,7,17,11,16,7,28,9,10,12,6,14,17,51,4,16,14,19,8,29,12,15,5,4,19
2022,3,199,81,162,69,H,0,23,55,11,26,24,31,13,29,9,9,10,2,22,21,48,11,27,16,27,7,21,13,16,7,1,24
2022,4,199,63,72,53,H,0,23,71,5,27,12,16,14,30,9,12,9,3,15,19,60,5,21,10,15,11,33,7,21,8,5,18
2022,5,212,81,199,74,H,0,27,55,10,26,17,22,5,35,15,14,2,5,17,29,83,5,31,11,12,19,26,9,8,10,3,22
2022,6,219,87,199,65,H,0,29,65,13,32,16,23,16,36,19,19,9,4,20,25,71,5,17,10,19,15,23,8,13,8,3,16
2022,8,199,85,212,79,N,0,29,68,8,17,19,24,13,26,10,8,10,0,19,25,56,9,28,20,24,6,27,13,16,4,1,21
2022,9,224,65,199,58,H,0,22,55,6,19,15,26,14,24,10,12,6,9,18,21,57,5,13,11,18,13,24,11,14,7,3,24
2022,10,172,75,199,51,H,0,26,66,9,31,14,23,20,37,16,13,7,5,11,19,63,2,13,11,16,11,25,14,11,7,0,13
2022,14,199,82,3,57,H,0,28,60,13,31,13,18,8,30,17,9,7,1,16,19,49,9,32,10,16,3,25,9,16,5,0,16
2022,19,1389,58,199,51,A,0,22,54,4,17,10,15,12,21,11,15,13,4,17,20,54,2,11,9,11,12,24,10,19,10,3,17
2022,25,199,74,218,60,A,0,25,56,6,13,18,21,14,23,14,6,4,5,12,20,49,8,18,12,18,10,17,8,9,1,6,16
2022,27,199,58,1389,49,A,0,21,60,3,15,13,22,14,28,10,13,11,6,14,17,52,5,18,10,14,8,32,8,19,5,8,21
2022,28,218,76,199,75,A,1,25,64,9,29,17,20,11,26,10,10,7,4,10,30,64,9,20,6,10,9,28,13,15,4,2,15
2022,15,1389,64,205,62,H,0,22,56,6,18,14,23,8,27,14,23,9,5,28,16,46,6,19,24,37,6,32,9,23,10,11,23
2022,18,218,60,1389,58,A,0,22,48,8,15,8,13,5,25,6,19,10,6,16,23,49,2,9,10,19,4,26,10,15,12,5,16
2022,19,124,71,1389,60,A,0,21,49,6,17,23,31,8,27,11,14,9,6,23,18,54,2,14,22,31,14,23,12,17,7,5,24
2022,20,1389,87,3,48,H,0,34,59,9,19,10,16,15,30,19,10,6,6,16,16,57,6,23,10,16,12,13,8,11,6,1,13
2022,40,218,84,1389,70,H,0,28,53,10,22,18,19,6,22,11,13,8,3,17,28,57,4,13,10,19,14,18,12,14,8,3,21
2022,7,212,65,218,56,H,1,21,56,8,20,15,19,10,30,13,13,8,2,13,22,65,6,28,6,8,13,27,13,13,6,1,18
2022,8,218,83,120,67,A,0,28,60,9,22,18,20,10,27,12,13,7,5,22,24,60,3,13,16,25,13,22,7,14,10,0,18
2022,11,218,72,135,59,A,0,31,53,8,18,2,8,6,25,15,15,6,3,17,21,56,4,18,13,17,11,21,6,12,8,1,13
2022,7,1103,102,3,46,H,0,36,72,13,37,17,25,21,35,23,13,11,5,14,18,57,5,19,5,10,6,19,7,20,8,1,22
2022,8,1103,99,3,38,H,0,39,63,9,22,12,22,18,26,12,12,13,7,12,12,47,4,18,10,12,9,10,4,23,4,2,20
2022,10,122,57,1103,45,A,0,18,51,6,20,15,18,3,30,4,9,7,3,9,18,59,7,33,2,7,8,30,11,14,8,2,18
2022,11,1103,69,151,60,N,0,21,43,10,15,17,27,7,25,10,13,3,2,20,22,59,6,23,10,14,12,19,8,8,5,1,22
2022,13,1103,79,183,62,H,0,23,49,9,20,24,35,12,27,15,15,9,5,21,24,58,5,15,9,17,12,21,7,18,8,2,30
2022,14,1103,73,41,66,H,0,19,42,11,25,24,38,8,28,15,15,5,4,13,24,60,6,17,12,12,8,26,12,11,10,0,28
2022,18,1103,88,219,76,H,0,25,52,8,22,30,40,11,24,17,11,5,3,16,29,56,9,22,9,17,7,19,14,13,4,1,27
